element	ion_stage	wavelength_vacuum_nm	gA_s-1	Ei_eV	Ek_eV	conf_i	term_i	J_i	conf_k	term_k	J_k	g_i	g_k	kurucz_ref	nist_match	nist_gA
Th	2	318.792505763	80237429.1835	1.1409354570	5.0301171600	5f.6d.(1G*).7s	2G*	3.5	5f.6d.(3F*).7p		3.5	8	8	MC	1	0
Th	2	318.832454854	127722752.237	1.3458886030	5.2345830000	6d3		3.5	6d2.(3F).7p	*	2.5	8	6	MC	1	0
Th	2	318.915469823	481994538.415	0.7703746220	4.6580567800	6d2.(3F).7s	4F	4.5	6d.7s.(3D).7p	4F*	4.5	10	10	MC	1	0
Th	2	319.099188232	436055528.115	1.1884386710	5.0738825300	5f.6d.(3G*).7s	4G*	2.5	5f.6d.(3D*).7p		2.5	6	6	MC	1	0
Th	2	319.108672628	570842015.078	1.3107660780	5.1960944600	5f.6d.(3H*).7s	*	4.5	5f.6d.(3F*).7p		4.5	10	10	MC	1	0
Th	2	319.201552093	18208044.24	0.1886910950	4.0728889400	6d2.(3F).7s	4F	2.5	5f.(2F*).6d2.(1D)	*	2.5	6	6	MC	1	0
Th	2	319.214375333	141980421.155	1.2051633260	5.0892051400	5f.6d.(3F*).7s	4F*	3.5	5f.6d.(1G*).7p		4.5	8	10	MC	1	0
Th	2	319.408276324	290871293.253	1.7132555730	5.5949395300	5f.6d.(3F*).7s	*	3.5	5f2.6d+5f.6d.7p		4.5	8	10	MC	1	0
Th	2	319.915342469	520383009.771	1.6699392420	5.5454707300	5f.6d.(3G*).7s	4G*	4.5	5f.6d.(3F*).7p		5.5	10	12	MC	1	0
Th	2	319.940628860	131902917.166	1.0669884350	4.9422136200	6d2.(3F).7s	2F	2.5	6d.7s.(3D).7p	*	2.5	6	6	MC	1	0
Th	2	319.961884233	76770935.2017	0.8296262910	4.7045940400	5f.6d.(3F*).7s	4F*	1.5	5f.7s.(3F*).7p		2.5	4	6	MC	1	0
Th	2	319.989387185	31850933.0691	0.5567214940	4.4313562000	5f.7s2	2F*	2.5	5f.6d.(3F*).7p		2.5	6	6	MC	1	0
Th	2	320.415832993	101850968.386	1.2632832800	5.1327611800	5f.6d.(3H*).7s	4H*	5.5	5f2.(1G).6d		4.5	12	10	MC	1	0
Th	2	320.454070661	317586172.743	1.9031425700	5.7721587500	5f.6d.(3G*).7s	4G*	5.5	5f.6d.(3G*).7p		5.5	12	12	MC	1	0
Th	2	320.480559359	198970980.325	1.5585426260	5.4272390100	6d3		3.5	6d2.(1G).7p	*	3.5	8	8	MC	1	0
Th	2	320.621532005	421121908.947	1.8891023900	5.7560978000	6d3	4P	1.5	6d2.(1S).7p	*	0.5	4	2	MC	1	0
Th	2	320.785752535	77261474.2715	1.1453685480	5.0103842900	5f.6d.(1G*).7s	*	4.5	5f.6d.(1D*).7p		3.5	10	8	MC	1	0
Th	2	320.870921074	76336550.3609	1.1409354570	5.0049253100	5f.6d.(1G*).7s	2G*	3.5	5f.6d.(3G*).7p		4.5	8	10	MC	1	0
Th	2	320.895297239	178511608.644	1.5150839550	5.3787802800	6d2.(1D).7s	2D	1.5	6d2.(3P).7p	*	2.5	4	6	MC	1	0
Th	2	321.123598985	115624149.147	0.8307172240	4.6916666700	5f.6d.(3H*).7s	*	4.5	5f2.(3F).6d		4.5	10	10	MC	1	0
Th	2	321.450225615	98665566.2091	0.7647786520	4.6218049800	5f.6d.(3H*).7s	4H*	3.5	5f.6d.(3F*).7p		3.5	8	8	MC	1	0
Th	2	321.670702400	36946227.744	0.8307172240	4.6850999000	5f.6d.(3H*).7s	*	4.5	5f.6d.(3G*).7p		3.5	10	8	MC	1	0
Th	2	321.838483858	243846760.05	1.1655711010	5.0179444000	6d3	4F	2.5	6d2.(3F).7p	*	1.5	6	4	MC	1	0
Th	2	321.865911799	103763120.345	1.2868472560	5.1388922700	6d2.(1G).7s		4.5	6d2.(3F).7p	4G*	5.5	10	12	MC	1	0
Th	2	322.128071150	54367054.2821	0.5099915580	4.3589016400	6d.(2D).7s2		2.5	5f.(2F*).6d2.(1G)	*	2.5	6	6	MC	1	0
Th	2	322.222128957	993304273.795	1.2632832800	5.1110698600	5f.6d.(3H*).7s	4H*	5.5	5f.6d.(3H*).7p		5.5	12	12	MC	1	0
Th	2	322.634231285	429508830.37	1.2041298140	5.0470015900	6d2.(1G).7s	2G	3.5	6d2.(1G).7p	*	3.5	8	8	MC	1	0
Th	2	322.658864522	751459973.46	2.1648418400	6.0074202400	5f.6d.(3P*).7s	4P*	2.5	5f2.6d+5f.6d.7p		3.5	6	8	MC	1	0
Th	2	322.683421740	9201097.09612	0.2306029750	4.0728889400	6d2.(3F).7s	4F	1.5	5f.(2F*).6d2.(1D)	*	2.5	4	6	MC	1	0
Th	2	322.705059218	57913719.278	1.0388461350	4.8808744700	5f.7s2	2F*	3.5	5f.7s.(1F*).7p		2.5	8	6	MC	1	0
Th	2	322.734446659	81227353.7231	1.1884386710	5.0301171600	5f.6d.(3G*).7s	4G*	2.5	5f.6d.(3F*).7p		3.5	6	8	MC	1	0
Th	2	322.870566127	10847658.0005	0.0000000000	3.8400588800	6d.7s2	2D	1.5	6d2.(3F).7p	*	2.5	4	6	MC	1	0
Th	2	322.994167428	435515325.858	0.9089883420	4.7475777200	5f.6d.(3F*).7s	4F*	2.5	5f.7s.(3F*).7p		3.5	6	8	MC	1	0
Th	2	323.180055506	166534337.127	1.2041298140	5.0405113100	6d2.(1G).7s	2G	3.5	5f.(2F*).6d2.(3P)	*	2.5	8	6	MC	1	0
Th	2	323.905011161	180949512.493	0.5099915580	4.3377865600	6d.(2D).7s2		2.5	6d.7s.(3D).7p	*	1.5	6	4	MC	1	0
Th	2	324.022268873	63422462.1826	0.8307172240	4.6571270200	5f.6d.(3H*).7s	*	4.5	5f2.(3H).6d	4I	5.5	10	12	MC	1	0
Th	2	324.140980957	69490409.668	0.8296262910	4.6546347100	5f.6d.(3F*).7s	4F*	1.5	5f2.(3P).7s		1.5	4	4	MC	1	0
Th	2	324.204308006	165103095.883	0.8680655920	4.6923268800	6d3		1.5	6d2.(3P).7p	*	2.5	4	6	MC	1	0
Th	2	324.669657958	340807712.95	1.1234336590	4.9422136200	6d2.(3P).7s	4P	2.5	6d.7s.(3D).7p	*	2.5	6	6	MC	1	0
Th	2	324.853112467	146561115.483	1.1655711010	4.9821944700	6d3	4F	2.5	6d2.(3F).7p	*	3.5	6	8	MC	1	0
Th	2	325.366055535	1696869049.68	2.1414862600	5.9520926900	5f.6d.(3G*).7s	2G*	4.5	5f2.6d+5f.6d.7p		4.5	10	10	MC	1	0
Th	2	325.574839488	93344974.0313	0.8680655920	4.6762283600	6d3		1.5	6d2.(1D).7p	*	0.5	4	2	MC	1	0
Th	2	325.644894257	576639190.213	1.6699392420	5.4772827800	5f.6d.(3G*).7s	4G*	4.5	5f.6d.(3G*).7p		5.5	10	12	MC	1	0
Th	2	325.721287634	1134227934.99	1.1453685480	4.9518191200	5f.6d.(1G*).7s	*	4.5	5f2.(3F).6d		5.5	10	12	MC	1	0
Th	2	325.810136173	247436351.727	1.1884386710	4.9938512300	5f.6d.(3G*).7s	4G*	2.5	5f.7s.(1F*).7p		1.5	6	4	MC	1	0
Th	2	326.055618450	263517426.601	1.4352908430	5.2378383600	5f.6d.(1D*).7s	2D*	1.5	5f.6d.(3P*).7p		0.5	4	2	MC	1	0
Th	2	326.185477399	135663577.534	1.1453685480	4.9464022200	5f.6d.(1G*).7s	*	4.5	5f.6d.(3G*).7p		4.5	10	10	MC	1	0
Th	2	326.248125295	197376997.368	1.3107660780	5.1110698600	5f.6d.(3H*).7s	*	4.5	5f.6d.(3H*).7p		5.5	10	12	MC	1	0
Th	2	326.360900912	469890273.705	0.7647786520	4.5637692100	5f.6d.(3H*).7s	4H*	3.5	5f.6d.(1G*).7p		3.5	8	8	MC	1	0
Th	2	326.397320153	148901574.685	1.1884386710	4.9870053400	5f.6d.(3G*).7s	4G*	2.5	5f.7s.(1F*).7p		1.5	6	4	MC	1	0
Th	2	326.537473721	335371719.437	1.5463529100	5.3432892000	5f.6d.(3F*).7s	2F*	2.5	5f2.6d+5f.6d.7p		2.5	6	6	MC	1	0
Th	2	326.651944773	78383039.3261	0.9089883420	4.7045940400	5f.6d.(3F*).7s	4F*	2.5	5f.7s.(3F*).7p		2.5	6	6	MC	1	0
Th	2	326.794379925	116638901.766	0.8680655920	4.6620169600	6d3		1.5	6d.7s.(3D).7p	*	1.5	4	4	MC	1	0
Th	2	327.041224584	65041044.8069	0.8307172240	4.6218049800	5f.6d.(3H*).7s	*	4.5	5f.6d.(3F*).7p		3.5	10	8	MC	1	0
Th	2	327.485897483	485296498.43	1.2632832800	5.0492233500	5f.6d.(3H*).7s	4H*	5.5	5f2.(3H).6d		6.5	12	14	MC	1	0
Th	2	327.601128744	1147364951.06	1.6426306130	5.4272390100	6d3	4F	4.5	6d2.(1G).7p	*	3.5	10	8	MC	1	0
Th	2	328.131630482	258997931.004	0.9941292080	4.7726189000	6d2.(3P).7s	4P	1.5	6d2.(3P).7p	*	2.5	4	6	MC	1	0
Th	2	328.392520758	372053803.339	1.9159322770	5.6914201500	5f.6d.(3D*).7s	4D*	3.5	5f2.6d+5f.6d.7p		4.5	8	10	MC	1	0
Th	2	328.752951337	255654248.021	0.9941292080	4.7654778000	6d2.(3P).7s	4P	1.5	6d.7s.(3D).7p	*	1.5	4	4	MC	1	0
Th	2	328.873614000	81533173.4404	0.1886910950	3.9586560000	6d2.(3F).7s	4F	2.5	5f.(2F*).6d2.(3F)	*	1.5	6	4	MC	1	0
Th	2	329.107430423	840846843.367	1.9031425700	5.6704290800	5f.6d.(3G*).7s	4G*	5.5	5f2.(3H).6d		5.5	12	12	MC	1	0
Th	2	329.268733421	444929740.768	0.7703746220	4.5358156000	6d2.(3F).7s	4F	4.5	6d2.(1D).7p	*	3.5	10	8	MC	1	0
Th	2	329.346915294	347604280.051	0.8307172240	4.5952643500	5f.6d.(3H*).7s	*	4.5	5f.6d.(3H*).7p		4.5	10	10	MC	1	0
Th	2	329.454400617	664969663.907	1.8034192550	5.5667381800	5f.6d.(3D*).7s	4D*	2.5	5f2.6d+5f.6d.7p		3.5	6	8	MC	1	0
Th	2	329.489655580	271461812.662	1.1409354570	4.9038517200	5f.6d.(1G*).7s	2G*	3.5	5f.6d.(3F*).7p		4.5	8	10	MC	1	0
Th	2	329.594728292	489138572.593	1.6699392420	5.4316559100	5f.6d.(3G*).7s	4G*	4.5	5f2.6d+5f.6d.7p		4.5	10	10	MC	1	0
Th	2	329.627594647	88174943.2943	0.7741939000	4.5355354900	6d2.(3P).7s	4P	0.5	6d2.(3F).7p	*	1.5	2	4	MC	1	0
Th	2	329.647306659	141024076.668	1.1234336590	4.8845503300	6d2.(3P).7s	4P	2.5	6d2.(1G).7p	*	3.5	6	8	MC	1	0
Th	2	329.755655206	478638765.336	1.5996909410	5.3595718200	5f.6d.(3D*).7s	*	1.5	5f2.6d+5f.6d.7p		2.5	4	6	MC	1	0
Th	2	329.832405720	221210399.831	1.3233004990	5.0823064700	5f.6d.(3F*).7s	*	2.5	5f.6d.(3F*).7p		1.5	6	4	MC	1	0
Th	2	329.878285386	272072660.546	1.1453685480	4.9038517200	5f.6d.(1G*).7s	*	4.5	5f.6d.(3F*).7p		4.5	10	10	MC	1	0
Th	2	330.221505665	544228708.518	1.4537679150	5.2083446500	5f.6d.(3D*).7s	4D*	0.5	5f2.(3F).6d		0.5	2	2	MC	1	0
Th	2	330.229981821	453690146.025	1.3782808200	5.1327611800	5f.6d.(3G*).7s	4G*	3.5	5f2.(1G).6d		4.5	8	10	MC	1	0
Th	2	330.443298075	650426658.417	1.8034192550	5.5554759300	5f.6d.(3D*).7s	4D*	2.5	5f2.6d+5f.6d.7p		3.5	6	8	MC	1	0
Th	2	331.008818938	83890539.9887	0.9089883420	4.6546347100	5f.6d.(3F*).7s	4F*	2.5	5f2.(3P).7s		1.5	6	4	MC	1	0
Th	2	331.120174271	85196331.8337	0.7741939000	4.5185806200	6d2.(3P).7s	4P	0.5	6d2.(3P).7p	*	1.5	2	4	MC	1	0
Th	2	331.578063794	218887261.223	1.0669884350	4.8062043800	6d2.(3F).7s	2F	2.5	6d2.(3F).7p	*	3.5	6	8	MC	1	0
Th	2	331.870012104	184695458.145	1.6428537520	5.3787802800	6d2.(1D).7s		2.5	6d2.(3P).7p	*	2.5	6	6	MC	1	0
Th	2	331.993938650	28982237.0926	0.8296262910	4.5641582700	5f.6d.(3F*).7s	4F*	1.5	5f2.(3P).7s		0.5	4	2	MC	1	0
Th	2	332.125560158	147159252.003	0.8307172240	4.5637692100	5f.6d.(3H*).7s	*	4.5	5f.6d.(1G*).7p		3.5	10	8	MC	1	0
Th	2	332.240641457	128969353.496	0.5099915580	4.2417505000	6d.(2D).7s2		2.5	6d.7s.(3D).7p	*	2.5	6	6	MC	1	0
Th	2	332.570908551	51835041.3564	0.2306029750	3.9586560000	6d2.(3F).7s	4F	1.5	5f.(2F*).6d2.(3F)	*	1.5	4	4	MC	1	0
Th	2	332.607716925	212582404.494	0.5141100360	4.2417505000	6d2.(3F).7s	4F	3.5	6d.7s.(3D).7p	*	2.5	8	6	MC	1	0
Th	2	332.742208174	27808419.4743	0.5567214940	4.2828552800	5f.7s2	2F*	2.5	5f.7s.(3F*).7p		2.5	6	6	MC	1	0
Th	2	332.921350799	180596269.61	1.6428537520	5.3669825300	6d2.(1D).7s		2.5	6d2.(3P).7p	*	1.5	6	4	MC	1	0
Th	2	333.335744355	243012286.406	1.5150839550	5.2345830000	6d2.(1D).7s	2D	1.5	6d2.(3F).7p	*	2.5	4	6	MC	1	0
Th	2	333.556305547	275456921.125	0.7703746220	4.4874141800	6d2.(3F).7s	4F	4.5	5f.(2F*).6d2.(3P)	*	4.5	10	10	MC	1	0
Th	2	333.602244251	108626087.662	1.0489500950	4.7654778000	6d3		1.5	6d.7s.(3D).7p	*	1.5	4	4	MC	1	0
Th	2	333.883002791	80020891.6123	0.2306029750	3.9440054900	6d2.(3F).7s	4F	1.5	6d.7s.(3D).7p	*	2.5	4	6	MC	1	0
Th	2	333.935689217	78535544.5938	0.9089883420	4.6218049800	5f.6d.(3F*).7s	4F*	2.5	5f.6d.(3F*).7p		3.5	6	8	MC	1	0
Th	2	334.421884132	357110350.117	1.9573367920	5.6647556000	6d3	4P	2.5	6d2.(3F).7p	*	3.5	6	8	MC	1	0
Th	2	334.457951325	1281471386.47	2.1414862600	5.8485052700	5f.6d.(3G*).7s	2G*	4.5	5f2.6d+5f.6d.7p		4.5	10	10	MC	1	0
Th	2	334.583277272	110760134.918	1.0669884350	4.7726189000	6d2.(3F).7s	2F	2.5	6d2.(3P).7p	*	2.5	6	6	MC	1	0
Th	2	334.751791232	201347521.782	1.1884386710	4.8922037100	5f.6d.(3G*).7s	4G*	2.5	5f2.(3F).6d		3.5	6	8	MC	1	0
Th	2	334.991659389	207168565.068	1.3458886030	5.0470015900	6d3		3.5	6d2.(1G).7p	*	3.5	8	8	MC	1	0
Th	2	335.219162400	111617942.158	0.1886910950	3.8872922600	6d2.(3F).7s	4F	2.5	6d.7s.(3D).7p	*	1.5	6	4	MC	1	0
Th	2	335.491234785	220815508.855	1.3782808200	5.0738825300	5f.6d.(3G*).7s	4G*	3.5	5f.6d.(3D*).7p		2.5	8	6	MC	1	0
Th	2	335.514339678	426549554.222	1.2868472560	4.9821944700	6d2.(1G).7s		4.5	6d2.(3F).7p	*	3.5	10	8	MC	1	0
Th	2	335.558237874	156623194.123	1.0388461350	4.7337099300	5f.7s2	2F*	3.5	5f.6d.(3H*).7p		4.5	8	10	MC	1	0
Th	2	335.622236197	188664583.616	1.3107660780	5.0049253100	5f.6d.(3H*).7s	*	4.5	5f.6d.(3G*).7p		4.5	10	10	MC	1	0
Th	2	335.778887154	109467469.632	1.1884386710	4.8808744700	5f.6d.(3G*).7s	4G*	2.5	5f.7s.(1F*).7p		2.5	6	6	MC	1	0
