element	ion_stage	wavelength_vacuum_nm	gA_s-1	Ei_eV	Ek_eV	conf_i	term_i	J_i	conf_k	term_k	J_k	g_i	g_k	kurucz_ref	nist_match	nist_gA
U	1	849.842736184	1451121.26778	1.0065820725	2.4654896170	d27s *5M		7	d7sp  5M		7	15	15	MC	0	0
U	1	850.688564849	3713980.73829	1.4205256326	2.8779825621	d27s *7L		6			5	13	11	MC	0	0
U	1	854.252928494	1159332.12074	0.7144066161	2.1657823687	d7s2 *3I		5	d2s2  5H		4	11	9	MC	0	0
U	1	854.467686557	1496199.59581	1.2714578203	2.7224688113	d7s2 *3H		5			5	11	11	MC	0	0
U	1	855.967992195	2940801.85472	1.3248687247	2.7733364279	d7s2 *5K		8			7	17	15	MC	0	0
U	1	857.007173165	506304.625852	0.5521535804	1.9988649234	d7s2 *5I		4	d7sp  7K		4	9	9	MC	0	0
U	1	857.287048838	3251833.36269	1.0065820725	2.4528210357	d27s *5M		7			6	15	13	MC	1	0
U	1	857.695959400	836978.068223	0.7747808451	2.2203303322	d27s *7M		6	s27p  5I		5	13	11	MC	0	0
U	1	861.031461292	438876.928776	0.0000000000	1.4399496169	d7s2 *5L		6	d2s2  5K		5	13	11	MC	1	0
U	1	864.350058670	16749484.5417	1.9887685183	3.4231895558	d27s *7M		10	d7sp  7M		10	21	21	MC	0	0
U	1	866.193657219	29319109.2473	2.3474530656	3.7788211162	d27s *7M		11			10	23	21	MC	0	0
U	1	869.366815351	126175.385307	0.0000000000	1.4261436046	d7s2 *5L		6	d2s2  5L		6	13	13	MC	1	0
U	1	871.315442352	1932101.45135	0.7428281336	2.1657823687	d7s2 *3H		4	d2s2  5H		4	9	9	MC	1	0
U	1	875.608703520	6527706.08701	1.2829071410	2.6988844133	d27s *7M		8	d7sp  5L		7	17	15	MC	1	0
U	1	876.016613849	234615.145453	0.0769102493	1.4922281736	d7s2 *5K		5	d2s2  5I		4	11	9	MC	1	0
U	1	881.898804920	1319906.59268	0.8916549207	2.2975326882	d7s2 *5G		2			3	5	7	MC	0	0
U	2	242.030908218	321117818.189	0.0000000000	5.1226589272	f3s2 *4I		4.5			5.5	10	12	MC	0	0
U	2	249.958133095	294218173.552	0.6852296629	5.6454291207	f3ds *6K		6.5			6.5	14	14	MC	0	0
U	2	251.552704303	635544084.752	0.5481182667	5.4768745881	f3s2 *4I		5.5			6.5	12	14	MC	0	0
U	2	255.005312357	552464554.186	0.5481182667	5.4101419536	f3s2 *4I		5.5			6.5	12	14	MC	0	0
U	2	255.695874655	490857329.025	0.0000000000	4.8488926445	f3s2 *4I		4.5			5.5	10	12	MC	0	0
U	2	256.617591621	772377602.652	0.0000000000	4.8314762124	f3s2 *4I		4.5			5.5	10	12	MC	1	0
U	2	256.974775803	228887171.473	0.6521138558	5.4768745881	f3ds *6L		7.5			6.5	16	14	MC	0	0
U	2	257.047793019	586644048.85	0.0000000000	4.8233902110	f3s2 *4I		4.5			3.5	10	8	MC	1	0
U	2	258.518940386	212039797.283	0.0000000000	4.7959432093	f3s2 *4I		4.5			3.5	10	8	MC	0	0
U	2	264.234998705	437945710.319	0.7179479768	5.4101419536	f3ds *4K		5.5			6.5	12	14	MC	0	0
U	2	264.625992096	609727641.666	0.0000000000	4.6852616484	f3s2 *4I		4.5			4.5	10	10	MC	1	0
U	2	264.780529024	58429041.4385	0.1134155364	4.7959432093	f3d2 *6K		4.5			3.5	10	8	MC	0	0
U	2	264.985277965	347502010.037	0.0358358965	4.7147454625	f3d2 *6L		5.5			4.5	12	10	MC	0	0
U	2	265.981416298	80296762.3999	0.0000000000	4.6613858875	f3s2 *4I		4.5			5.5	10	12	MC	0	0
U	2	266.665580205	130757487.913	0.0358358965	4.6852616484	f3d2 *6L		5.5			4.5	12	10	MC	0	0
U	2	267.667120457	247862173.535	0.2168636113	4.8488926445	f3d2 *6L		6.5			5.5	14	12	MC	0	0
U	2	267.721133424	1503263066.71	0.7790465214	5.4101419536	f3ds *4L		6.5			6.5	14	14	MC	0	0
U	2	268.407898391	5492999858.69	1.0261836021	5.6454291207	f3ds *4I		6.5			6.5	14	14	MC	1	0
U	2	268.677363165	496521395.016	0.2168636113	4.8314762124	f3d2 *6L		6.5			5.5	14	12	MC	0	0
U	2	269.258002827	1172364814.82	1.0407682352	5.6454291207	f3d2 *6M		7.5			6.5	16	14	MC	0	0
U	2	271.030930000	359221224.035	0.5481182667	5.1226589272	f3s2 *4I		5.5			5.5	12	12	MC	0	0
U	2	271.190668541	86466959.4044	0.1134155364	4.6852616484	f3d2 *6K		4.5			4.5	10	10	MC	0	0
U	2	271.633875521	193388984.528	0.2845055459	4.8488926445	f3d2 *6K		5.5			5.5	12	12	MC	0	0
U	2	272.674326922	242164741.937	0.2845055459	4.8314762124	f3d2 *6K		5.5			5.5	12	12	MC	0	0
U	2	274.020052616	172121249.594	0.0358358965	4.5604753972	f3d2 *6L		5.5			6.5	12	14	MC	0	0
U	2	274.697116702	193950482.685	0.2168636113	4.7303507335	f3d2 *6L		6.5			7.5	14	16	MC	0	0
U	2	276.621383841	170854824.931	0.0000000000	4.4820906039	f3s2 *4I		4.5			4.5	10	10	MC	0	0
U	2	277.930102203	908923558.046	1.1844439748	5.6454291207	f3ds *		5.5			6.5	12	14	MC	0	0
U	2	278.085239977	154540613.71	0.0000000000	4.4584959152	f3s2 *4I		4.5			4.5	10	10	MC	0	0
U	2	278.572958777	620183941.807	1.0261836021	5.4768745881	f3ds *4I		6.5			6.5	14	14	MC	0	0
U	2	280.338489418	714550116.022	0.0358358965	4.4584959152	f3d2 *6L		5.5			4.5	12	10	MC	1	0
U	2	281.221105043	349383341.19	0.2168636113	4.6256431032	f3d2 *6L		6.5			7.5	14	16	MC	0	0
U	2	281.681517611	133623006.729	0.0358358965	4.4374099227	f3d2 *6L		5.5			6.5	12	14	MC	0	0
U	2	282.519622677	298744955.37	0.0358358965	4.4243527749	f3d2 *6L		5.5			5.5	12	12	MC	1	0
U	2	283.802737006	315765343.797	0.1134155364	4.4820906039	f3d2 *6K		4.5			4.5	10	10	MC	1	0
U	2	284.072703199	335381091.559	0.0358358965	4.4003594771	f3d2 *6L		5.5			5.5	12	12	MC	1	0
U	2	284.698556727	689647169.256	1.0552128901	5.4101419536	f3ds *		5.5			6.5	12	14	MC	0	0
U	2	285.440338830	200155110.518	0.2168636113	4.5604753972	f3d2 *6L		6.5			6.5	14	14	MC	0	0
U	2	286.130608418	245622779.979	0.0000000000	4.3331333855	f3s2 *4I		4.5			3.5	10	8	MC	1	0
U	2	286.345561255	216578996.556	0.5685209822	4.8984006504	f3d2 *6M		6.5			7.5	14	16	MC	0	0
U	2	286.652236658	600739977.597	0.0000000000	4.3252482385	f3s2 *4I		4.5			5.5	10	12	MC	1	0
U	2	287.603770770	171319940.761	0.1134155364	4.4243527749	f3d2 *6K		4.5			5.5	10	12	MC	0	0
U	2	288.729147955	119788644.143	0.0358358965	4.3299707966	f3d2 *6L		5.5			6.5	12	14	MC	0	0
U	2	288.843776206	1288459771.3	1.1844439748	5.4768745881	f3ds *		5.5			6.5	12	14	MC	0	0
U	2	288.910292602	237066863.638	0.0000000000	4.2914427072	f3s2 *4I		4.5			4.5	10	10	MC	1	0
U	2	289.047026308	750688653.522	0.0358358965	4.3252482385	f3d2 *6L		5.5			5.5	12	12	MC	1	0
U	2	289.955750436	160595467.613	0.2845055459	4.5604753972	f3d2 *6K		5.5			6.5	12	14	MC	0	0
U	2	290.365751627	52541915.1941	0.0000000000	4.2699324408	f3s2 *4I		4.5			5.5	10	12	MC	0	0
U	2	290.535493532	143218217.666	0.0358358965	4.3032735273	f3d2 *6L		5.5			6.5	12	14	MC	0	0
U	2	291.343193031	87415167.6342	0.0358358965	4.2914427072	f3d2 *6L		5.5			4.5	12	10	MC	0	0
U	2	291.510534383	185818100.445	0.0358358965	4.2889998466	f3d2 *6L		5.5			5.5	12	12	MC	1	0
U	2	291.982651087	395077561.322	0.6521138558	4.8984006504	f3ds *6L		7.5			7.5	16	16	MC	0	0
U	2	292.402855003	49480398.1077	0.0000000000	4.2401849124	f3s2 *4I		4.5			5.5	10	12	MC	0	0
U	2	292.823259011	178724959.194	0.0358358965	4.2699324408	f3d2 *6L		5.5			5.5	12	12	MC	1	0
U	2	293.763391751	77875504.5697	0.2168636113	4.4374099227	f3d2 *6L		6.5			6.5	14	14	MC	0	0
U	2	293.821106046	77665874.2277	0.1134155364	4.3331333855	f3d2 *6K		4.5			3.5	10	8	MC	0	0
U	2	294.034458895	900740573.473	1.1934862663	5.4101419536	f3ds *4K		6.5			6.5	14	14	MC	0	0
U	2	294.277619141	3047064770.83	0.6852296629	4.8984006504	f3ds *6K		6.5			7.5	14	16	MC	1	0
U	2	294.371142316	172030588.439	0.1134155364	4.3252482385	f3d2 *6K		4.5			5.5	10	12	MC	0	0
U	2	294.675017631	175674798.868	0.2168636113	4.4243527749	f3d2 *6L		6.5			5.5	14	12	MC	0	0
U	2	294.895072185	178673869.06	0.0358358965	4.2401849124	f3d2 *6L		5.5			5.5	12	12	MC	1	0
U	2	295.650159462	123264988.462	0.0358358965	4.2294482528	f3d2 *6L		5.5			6.5	12	14	MC	0	0
U	2	296.365036885	182281228.979	0.2168636113	4.4003594771	f3d2 *6L		6.5			5.5	14	12	MC	0	0
U	2	296.752933204	142431416.094	0.1134155364	4.2914427072	f3d2 *6K		4.5			4.5	10	10	MC	0	0
U	2	296.880264829	287894361.501	0.0358358965	4.2120714956	f3d2 *6L		5.5			6.5	12	14	MC	1	0
U	2	296.926576333	100484174.557	0.1134155364	4.2889998466	f3d2 *6K		4.5			5.5	10	12	MC	0	0
U	2	297.721973974	198506133.531	0.0358358965	4.2002649764	f3d2 *6L		5.5			6.5	12	14	MC	1	0
U	2	298.548179419	441943501.186	0.2845055459	4.4374099227	f3d2 *6K		5.5			6.5	12	14	MC	1	0
U	2	298.866958727	79696593.4048	0.0358358965	4.1843101940	f3d2 *6L		5.5			5.5	12	12	MC	0	0
U	2	300.879159836	727128393.365	0.7026598573	4.8233902110	f3ds *4H		3.5			3.5	8	8	MC	1	0
U	2	301.332072746	41524512.8529	0.0358358965	4.1503724955	f3d2 *6L		5.5			6.5	12	14	MC	0	0
U	2	301.425095942	335765783.733	0.5481182667	4.6613858875	f3s2 *4I		5.5			5.5	12	12	MC	0	0
U	2	301.783285274	189236473.228	0.2168636113	4.3252482385	f3d2 *6L		6.5			5.5	14	12	MC	0	0
U	2	302.309116465	405035098.279	0.2168636113	4.3181032772	f3d2 *6L		6.5			7.5	14	16	MC	1	0
U	2	303.406190360	305735691.755	0.2168636113	4.3032735273	f3d2 *6L		6.5			6.5	14	14	MC	1	0
U	2	303.684359846	74224987.3052	0.2168636113	4.2995308163	f3d2 *6L		6.5			6.5	14	14	MC	0	0
U	2	303.896112753	71440530.1615	0.0000000000	4.0798215197	f3s2 *4I		4.5			4.5	10	10	MC	0	0
U	2	304.001739147	265242315.11	0.5782378718	4.6566427481	f4s   6I		3.5	f4p  *		4.5	8	10	MC	0	0
U	2	304.014242271	396832365.151	0.6521138558	4.7303507335	f3ds *6L		7.5			7.5	16	16	MC	0	0
U	2	304.134572342	57978015.8066	0.1134155364	4.1900391318	f3d2 *6K		4.5			3.5	10	8	MC	0	0
U	2	304.469656097	115161379.374	0.2168636113	4.2889998466	f3d2 *6L		6.5			5.5	14	12	MC	0	0
U	2	304.735322516	75779069.161	0.0358358965	4.1044217203	f3d2 *6L		5.5			6.5	12	14	MC	0	0
U	2	305.108415818	211099129.931	0.0000000000	4.0636105859	f3s2 *4I		4.5			4.5	10	10	MC	1	0
U	2	306.250801670	265607428.627	0.2168636113	4.2653168811	f3d2 *6L		6.5			7.5	14	16	MC	1	0
U	2	306.342724683	363060945.099	0.2168636113	4.2641023319	f3d2 *6L		6.5			6.5	14	14	MC	1	0
U	2	306.476958290	63620781.9435	0.2845055459	4.3299707966	f3d2 *6K		5.5			6.5	12	14	MC	0	0
U	2	306.503064827	158316074.918	0.6852296629	4.7303507335	f3ds *6K		6.5			7.5	14	16	MC	0	0
U	2	308.512968464	76181160.0555	0.2845055459	4.3032735273	f3d2 *6K		5.5			6.5	12	14	MC	0	0
U	2	308.800540587	75515881.232	0.2845055459	4.2995308163	f3d2 *6K		5.5			6.5	12	14	MC	0	0
U	2	308.988387706	128976343.764	0.2168636113	4.2294482528	f3d2 *6L		6.5			6.5	14	14	MC	0	0
U	2	309.593839623	153394465.388	0.2168636113	4.2216009210	f3d2 *6L		6.5			6.5	14	14	MC	0	0
U	2	309.612644343	117153948.822	0.2845055459	4.2889998466	f3d2 *6K		5.5			5.5	12	12	MC	0	0
U	2	310.599992232	90155311.8127	0.2845055459	4.2762692732	f3d2 *6K		5.5			6.5	12	14	MC	0	0
U	2	311.252056042	491099703.881	0.2168636113	4.2002649764	f3d2 *6L		6.5			6.5	14	14	MC	1	0
U	2	311.315271927	80351367.2886	0.0358358965	4.0184292566	f3d2 *6L		5.5			6.5	12	14	MC	0	0
U	2	311.549630823	99618412.3847	0.2845055459	4.2641023319	f3d2 *6K		5.5			6.5	12	14	MC	0	0
U	2	312.025350406	707969075.392	0.6521138558	4.6256431032	f3ds *6L		7.5			7.5	16	16	MC	1	0
U	2	312.223700278	45233718.7018	0.0000000000	3.9710050531	f3s2 *4I		4.5			3.5	10	8	MC	0	0
U	2	312.585791338	262697246.55	0.1134155364	4.0798215197	f3d2 *6K		4.5			4.5	10	10	MC	1	0
U	2	312.760335241	188352170.239	0.5782378718	4.5424298692	f4s   6I		3.5	f4p1 *		2.5	8	6	MC	0	0
U	2	313.433404590	52978948.827	0.2845055459	4.2401849124	f3d2 *6K		5.5			5.5	12	12	MC	0	0
U	2	313.780391925	255942412.071	0.7790465214	4.7303507335	f3ds *4L		6.5			7.5	14	16	MC	0	0
U	2	314.051560192	764525405.446	0.7087492172	4.6566427481	f4s   6I		4.5	f4p  *		4.5	10	10	MC	1	0
U	2	314.286419328	81986543.5787	0.2845055459	4.2294482528	f3d2 *6K		5.5			6.5	12	14	MC	0	0
U	2	314.647710318	660305049.767	0.6852296629	4.6256431032	f3ds *6K		6.5			7.5	14	16	MC	1	0
U	2	314.949786413	42161019.3391	0.0000000000	3.9366334100	f3s2 *4I		4.5			4.5	10	10	MC	0	0
U	2	315.199949442	68583782.6669	0.2168636113	4.1503724955	f3d2 *6L		6.5			6.5	14	14	MC	0	0
U	2	315.631958313	154536733.615	0.5782378718	4.5063634861	f4s   6I		3.5	f4p  *		2.5	8	6	MC	0	0
U	2	315.676969658	142530518.743	0.2845055459	4.2120714956	f3d2 *6K		5.5			6.5	12	14	MC	0	0
U	2	316.642213032	113306791.134	0.2845055459	4.2000988376	f3d2 *6K		5.5			5.5	12	12	MC	0	0
U	2	317.228060823	175650872.945	0.6521138558	4.5604753972	f3ds *6L		7.5			6.5	16	14	MC	0	0
U	2	317.463720288	25061397.1487	0.0000000000	3.9054603112	f3s2 *4I		4.5			3.5	10	8	MC	0	0
U	2	317.712483071	145990601.819	0.2168636113	4.1192664722	f3d2 *6L		6.5			7.5	14	16	MC	1	0
U	2	317.995354474	62165850.1176	0.0358358965	3.9347675718	f3d2 *6L		5.5			6.5	12	14	MC	0	0
U	2	318.074074347	74017919.9133	0.1134155364	4.0113822428	f3d2 *6K		4.5			4.5	10	10	MC	0	0
U	2	318.661922783	113431328.037	0.2168636113	4.1076396061	f3d2 *6L		6.5			7.5	14	16	MC	0	0
U	2	318.925689404	91836289.657	0.2168636113	4.1044217203	f3d2 *6L		6.5			6.5	14	14	MC	0	0
U	2	319.266475496	70645851.7276	0.5782378718	4.4616462297	f4s   6I		3.5	f4p  *		2.5	8	6	MC	0	0
U	2	320.697337175	107201892.684	0.1134155364	3.9794971027	f3d2 *6K		4.5			4.5	10	10	MC	1	0
U	2	320.715141678	69848041.0164	0.2845055459	4.1503724955	f3d2 *6K		5.5			6.5	12	14	MC	0	0
U	2	321.399714835	192000393.344	1.0407682352	4.8984006504	f3d2 *6M		7.5			7.5	16	16	MC	0	0
U	2	322.710646633	72238110.7898	0.1134155364	3.9553768450	f3d2 *6K		4.5			4.5	10	10	MC	0	0
U	2	323.308898140	169105446.261	0.0358358965	3.8706888191	f3d2 *6L		5.5			5.5	12	12	MC	1	0
U	2	323.939057788	21901114.763	0.1134155364	3.9408082059	f3d2 *6K		4.5			3.5	10	8	MC	0	0
U	2	324.292747420	63755601.1157	0.1134155364	3.9366334100	f3d2 *6K		4.5			4.5	10	10	MC	0	0
U	2	324.573118485	63645498.775	0.2845055459	4.1044217203	f3d2 *6K		5.5			6.5	12	14	MC	0	0
U	2	324.732258828	52886144.6962	0.0358358965	3.8538792896	f3d2 *6L		5.5			5.5	12	12	MC	0	0
U	2	325.470345984	163821106.898	0.7087492172	4.5181346698	f4s   6I		4.5	f4p  *		5.5	10	12	MC	0	0
U	2	325.818034176	16197292.9463	0.0000000000	3.8053202587	f3s2 *4I		4.5			5.5	10	12	MC	0	0
U	2	326.265547716	101449567.707	0.2168636113	4.0169647552	f3d2 *6L		6.5			7.5	14	16	MC	0	0
U	2	326.673351206	93146208.3096	0.1134155364	3.9087730450	f3d2 *6K		4.5			5.5	10	12	MC	1	0
U	2	327.070752080	17065111.922	0.0358358965	3.8265816888	f3d2 *6L		5.5			6.5	12	14	MC	0	0
U	2	327.106461145	100003295.448	0.0358358965	3.8261673336	f3d2 *6L		5.5			5.5	12	12	MC	1	0
U	2	327.239094818	71888956.4591	0.6697008902	4.4584959152	f3ds *6I		3.5			4.5	8	10	MC	0	0
U	2	328.094812129	39755181.5085	0.1134155364	3.8923293929	f3d2 *6K		4.5			4.5	10	10	MC	0	0
U	2	328.342575069	30530790.2247	0.0000000000	3.7760617239	f3s2 *4I		4.5			5.5	10	12	MC	0	0
U	2	328.404790875	49954368.2647	0.1134155364	3.8887626155	f3d2 *6K		4.5			4.5	10	10	MC	0	0
U	2	328.616944778	95942827.4707	0.2168636113	3.9897734090	f3d2 *6L		6.5			7.5	14	16	MC	0	0
U	2	328.915520649	95768714.7933	0.0358358965	3.8053202587	f3d2 *6L		5.5			5.5	12	12	MC	1	0
U	2	330.454812003	60977286.7959	0.0358358965	3.7877613687	f3d2 *6L		5.5			5.5	12	12	MC	0	0
U	2	330.684170345	405102967.872	0.2845055459	4.0338287138	f3d2 *6K		5.5			6.5	12	14	MC	1	0
U	2	331.488575019	59491516.1472	0.0358358965	3.7760617239	f3d2 *6L		5.5			5.5	12	12	MC	0	0
U	2	331.974298651	51189772.599	0.5685209822	4.3032735273	f3d2 *6M		6.5			6.5	14	14	MC	0	0
U	2	332.307383450	149043181.967	0.5685209822	4.2995308163	f3d2 *6M		6.5			6.5	14	14	MC	0	0
U	2	332.659873206	27630658.1604	0.0000000000	3.7270554821	f3s2 *4I		4.5			5.5	10	12	MC	0	0
U	2	332.846320689	35637278.2536	0.1134155364	3.8383841165	f3d2 *6K		4.5			4.5	10	10	MC	0	0
U	2	333.087982241	101221810.505	0.2845055459	4.0067708985	f3d2 *6K		5.5			6.5	12	14	MC	0	0
U	2	333.339046196	69762113.6169	0.7179479768	4.4374099227	f3ds *4K		5.5			6.5	12	14	MC	0	0
U	2	333.874482619	75897156.4997	0.0358358965	3.7493329627	f3d2 *6L		5.5			5.5	12	12	MC	1	0
U	2	333.941499697	34757711.1102	0.1134155364	3.8261673336	f3d2 *6K		4.5			5.5	10	12	MC	0	0
U	2	334.262381476	149354022.026	0.2845055459	3.9936939133	f3d2 *6K		5.5			6.5	12	14	MC	1	0
U	2	334.364007379	84324325.6092	0.2168636113	3.9249235985	f3d2 *6L		6.5			7.5	14	16	MC	0	0
U	2	335.546608908	89101725.0409	0.2845055459	3.9794971027	f3d2 *6K		5.5			4.5	12	10	MC	0	0
U	2	335.607324394	14051702.7621	0.0358358965	3.7301590545	f3d2 *6L		5.5			5.5	12	12	MC	0	0
U	2	335.889496369	50234136.976	0.0358358965	3.7270554821	f3d2 *6L		5.5			5.5	12	12	MC	0	0
U	2	336.268793135	48754940.4038	0.2845055459	3.9715613702	f3d2 *6K		5.5			4.5	12	10	MC	0	0
U	2	336.886250702	20156964.7441	0.0000000000	3.6802989335	f3s2 *4I		4.5			5.5	10	12	MC	0	0
U	2	337.109907788	88480721.892	0.6521138558	4.3299707966	f3ds *6L		7.5			6.5	16	14	MC	0	0
U	2	337.297255612	39661219.1818	0.0358358965	3.7116498257	f3d2 *6L		5.5			5.5	12	12	MC	0	0
U	2	337.751371552	37774384.4166	0.2845055459	3.9553768450	f3d2 *6K		5.5			4.5	12	10	MC	0	0
U	2	338.541573361	38651607.2094	0.0358358965	3.6981393917	f3d2 *6L		5.5			5.5	12	12	MC	0	0
U	2	338.710516518	45891705.5056	0.1134155364	3.7738924964	f3d2 *6K		4.5			4.5	10	10	MC	0	0
U	2	339.396391762	43448727.6543	0.5685209822	4.2216009210	f3d2 *6M		6.5			6.5	14	14	MC	0	0
U	2	339.484814359	87851826.0387	0.2845055459	3.9366334100	f3d2 *6K		5.5			4.5	12	10	MC	0	0
U	2	339.574837366	237421742.38	0.6521138558	4.3032735273	f3ds *6L		7.5			6.5	16	14	MC	1	0
U	2	339.628851171	75055467.4476	0.2168636113	3.8674426648	f3d2 *6L		6.5			7.5	14	16	MC	0	0
U	2	339.658358712	87560225.3253	0.2845055459	3.9347675718	f3d2 *6K		5.5			6.5	12	14	MC	0	0
U	2	339.923326438	103903344.373	0.6521138558	4.2995308163	f3ds *6L		7.5			6.5	16	14	MC	0	0
U	2	340.198796857	49195558.3422	0.0358358965	3.6802989335	f3d2 *6L		5.5			5.5	12	12	MC	0	0
U	2	340.284018644	42629312.413	0.5685209822	4.2120714956	f3d2 *6M		6.5			6.5	14	14	MC	0	0
U	2	340.724631304	44013341.1735	0.1134155364	3.7522546503	f3d2 *6K		4.5			4.5	10	10	MC	0	0
U	2	340.895374968	37770189.7948	0.2168636113	3.8538792896	f3d2 *6L		6.5			5.5	14	12	MC	0	0
U	2	342.267525995	349671217.754	1.0389506269	4.6613858875	f3ds *		4.5			5.5	10	12	MC	0	0
U	2	342.333042761	51344464.8528	0.6697008902	4.2914427072	f3ds *6I		3.5			4.5	8	10	MC	0	0
U	2	342.553899284	141232102.381	0.2168636113	3.8362703100	f3d2 *6L		6.5			7.5	14	16	MC	1	0
U	2	343.254178545	112501816.573	0.7179479768	4.3299707966	f3ds *4K		5.5			6.5	12	14	MC	0	0
U	2	343.512744749	64343617.1298	0.2168636113	3.8261673336	f3d2 *6L		6.5			5.5	14	12	MC	0	0
U	2	343.776512293	82004702.5734	0.5835039766	4.1900391318	f3ds *6H		2.5			3.5	6	8	MC	0	0
U	2	345.477047956	103646020.138	0.7026598573	4.2914427072	f3ds *4H		3.5			4.5	8	10	MC	0	0
U	2	345.673398282	54709040.3877	0.2168636113	3.8036080370	f3d2 *6L		6.5			7.5	14	16	MC	0	0
U	2	345.870248740	211137117.516	0.6852296629	4.2699324408	f3ds *6K		6.5			5.5	14	12	MC	1	0
U	2	347.355629630	38533832.5259	0.2845055459	3.8538792896	f3d2 *6K		5.5			5.5	12	12	MC	1	0
U	2	347.598091828	25955900.7004	0.1134155364	3.6802989335	f3d2 *6K		4.5			5.5	10	12	MC	0	0
U	2	348.348684418	146677151.224	0.2168636113	3.7760617239	f3d2 *6L		6.5			5.5	14	12	MC	1	0
U	2	349.056166004	146419910.035	0.7179479768	4.2699324408	f3ds *4K		5.5			5.5	12	12	MC	0	0
U	2	349.123083183	48689311.1773	0.1134155364	3.6647188313	f3d2 *6K		4.5			5.5	10	12	MC	0	0
U	2	349.433262816	221647200.083	0.6521138558	4.2002649764	f3ds *6L		7.5			6.5	16	14	MC	1	0
U	2	349.674824840	15742075.3486	0.2168636113	3.7625631924	f3d2 *6L		6.5			6.5	14	14	MC	0	0
U	2	349.741441946	111146686.855	0.2168636113	3.7618876025	f3d2 *6L		6.5	f3dp  6M		7.5	14	16	MC	1	0
U	2	350.032516694	58367878.9681	0.2845055459	3.8265816888	f3d2 *6K		5.5			6.5	12	14	MC	0	0
U	2	350.325091837	110776638.546	0.5685209822	4.1076396061	f3d2 *6M		6.5			7.5	14	16	MC	0	0
U	2	350.607664420	177724720.472	0.6521138558	4.1883803472	f3ds *6L		7.5			6.5	16	14	MC	1	0
U	2	350.643873722	68811042.51	0.5685209822	4.1044217203	f3d2 *6M		6.5			6.5	14	14	MC	0	0
U	2	350.984461220	65435713.8413	0.2168636113	3.7493329627	f3d2 *6L		6.5			5.5	14	12	MC	1	0
U	2	351.258231562	20236601.6797	0.0358358965	3.5655525507	f3d2 *6L		5.5			5.5	12	12	MC	0	0
U	2	351.623625458	51550690.0941	0.5481182667	4.0741667245	f3s2 *4I		5.5			6.5	12	14	MC	0	0
U	2	351.805372168	108588949.427	0.7790465214	4.3032735273	f3ds *4L		6.5			6.5	14	14	MC	0	0
U	2	352.096146906	61669155.2894	0.1134155364	3.6347318894	f3d2 *6K		4.5			5.5	10	12	MC	1	0
U	2	352.179368298	136415185.692	0.7790465214	4.2995308163	f3ds *4L		6.5			6.5	14	14	MC	0	0
U	2	352.675895946	122924640.54	1.1458577368	4.6613858875	*		4.5			5.5	10	12	MC	0	0
U	2	352.760417677	31363953.5024	0.0358358965	3.5505214505	f3d2 *6L		5.5			6.5	12	14	MC	0	0
U	2	353.077899313	8987717.37322	0.0000000000	3.5115251969	f3s2 *4I		4.5			5.5	10	12	MC	0	0
U	2	353.212033807	76263982.9585	0.2168636113	3.7270554821	f3d2 *6L		6.5			5.5	14	12	MC	1	0
U	2	353.457596961	96987509.5257	0.1134155364	3.6211686381	f3d2 *6K		4.5			5.5	10	12	MC	1	0
U	2	353.847197172	195775752.284	1.0565844033	4.5604753972	f3ds *6K		7.5			6.5	16	14	MC	0	0
U	2	354.147674470	311904479.206	0.7087492172	4.2096668221	f4s   6I		4.5	f4p  *		5.5	10	12	MC	1	0
U	2	354.416943748	123413147.654	0.6521138558	4.1503724955	f3ds *6L		7.5			6.5	16	14	MC	0	0
U	2	354.521870746	102826323.847	0.7790465214	4.2762692732	f3ds *4L		6.5			6.5	14	14	MC	0	0
U	2	354.769034346	45551108.0006	0.2168636113	3.7116498257	f3d2 *6L		6.5			5.5	14	12	MC	0	0
U	2	354.820447576	74024089.5866	0.2168636113	3.7111437222	f3d2 *6L		6.5			7.5	14	16	MC	1	0
U	2	355.183641047	137874648.582	0.0000000000	3.4907070103	f3s2 *4I		4.5	f3dp  6L		5.5	10	12	MC	1	0
U	2	355.205746737	18682300.7871	0.0358358965	3.5263250665	f3d2 *6L		5.5			6.5	12	14	MC	0	0
U	2	355.317975623	70170724.5577	0.2845055459	3.7738924964	f3d2 *6K		5.5			4.5	12	10	MC	1	0
U	2	356.145888757	27741784.3599	0.2168636113	3.6981393917	f3d2 *6L		6.5			5.5	14	12	MC	0	0
U	2	356.589803066	248343268.024	1.1844439748	4.6613858875	f3ds *		5.5			5.5	12	12	MC	0	0
U	2	357.196659366	28878552.0095	0.5481182667	4.0191533243	f3s2 *4I		5.5			5.5	12	12	MC	0	0
U	2	357.258675341	67830437.6714	0.7179479768	4.1883803472	f3ds *4K		5.5			6.5	12	14	MC	0	0
U	2	357.271178561	57596251.6318	0.5481182667	4.0184292566	f3s2 *4I		5.5			6.5	12	14	MC	0	0
U	2	358.285940013	195402711.446	0.7087492172	4.1692309879	f4s   6I		4.5	f4p  *		5.5	10	12	MC	1	0
U	2	359.134258661	136105723.874	0.6521138558	4.1044217203	f3ds *6L		7.5			6.5	16	14	MC	0	0
U	2	359.152063251	44140101.5552	0.1134155364	3.5655525507	f3d2 *6K		4.5			5.5	10	12	MC	1	0
U	2	359.598078239	50090492.9396	0.2168636113	3.6647188313	f3d2 *6L		6.5			5.5	14	12	MC	0	0
